Category,Case number,Crime date and time,Report date,Location,Incident Description,Residential occurrence,Disposition
Harassment,201805512,03/05/2018 - 10:18am,03/05/2018,720 WOODLAND AVE - CHELLGREN HALL,HARASSMENT-NO PHYSICAL CONTACT,Yes,Closed
Criminal Mischief,20180388,03/02/2018 - 5:00pm,03/05/2018,145 GRAHAM AVENUE - ASTECC BUILDING,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Harassing Communications,20180389,07/01/2017 - 12:00am,03/05/2018,ON CAMPUS - UNSPECIFIED LOCATION,HARASSING COMMUNICATIONS,No,Inactive
Harassing Communications,20180391,02/27/2018 - 8:00am,03/05/2018,800 ROSE STREET - CHANDLER HOSPITAL,HARASSING COMMUNICATIONS,No,Closed
Assault,CSA20180354,03/05/2018 - 5:35pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180353,03/05/2018 - 2:37pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180352,03/05/2018 - 12:49pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Criminal Mischief,CSA20180351,03/05/2018 - 3:24pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,CRIMINAL MISCHIEF,No,Closed - CSA
Harassment,CSA20180350,03/05/2018 - 2:50pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180348,03/05/2018 - 5:53pm,03/05/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Criminal Mischief,20180383,03/04/2018 - 4:00am,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,"CRIMINAL MISCHIEF, 1ST DEGREE; WANTON ENDANGERMENT-1ST DEGREE; THEFT BY UNLAWFUL TAKING OR DISP AUTO $500 OR MORE BUT U/$10,000; LEAVING SCENE OF ACCIDENT-FAILURE TO RENDER AID OR ASSISTANCE",No,Open
Assault,CSA20180341,03/04/2018 - 9:50am,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180340,03/04/2018 - 9:38am,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Assault,CSA20180339,03/04/2018 - 9:35am,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Terroristic Threatening,CSA20180326,03/04/2018 - 6:07pm,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180325,03/04/2018 - 5:38am,03/04/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT; INDECENT EXPOSURE,No,Closed - CSA
Motor Vehicle Theft,20180432,03/04/2018 - 8:00am,03/04/2018,1540 UNIVERSITY DRIVE - RED LOT,"THEFT BY UNLAWFUL TAKING AUTO - $500 OR MORE BUT U/$10,000",No,Open
Sex Offenses,201805383,03/03/2018 - 9:20pm,03/03/2018,MAXWELL STREET/SOUTH BROADWAY,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed
Theft,20180381,03/03/2018 - 11:20pm,03/03/2018,1500 COLLEGE WAY - AMERICAN CANCER HOPE LODGE,"THEFT BY UNLAWFUL TAKING OR DISP CONTROLLED SUBSTANCE U/$10,000; THEFT BY UNLAWFUL TAKING OR DISP ALL OTHERS U/$500; ASSAULT, 4TH DEGREE DOMESTIC VIOLENCE NO VISIBLE INJURY; PUBLIC INTOXICATION -CONTROL SUBSTANCE EXCLUDES ALCOHOL; ALCOHOL INTOX IN A PUBLIC PLACE 1ST AND 2ND OFFENSE",No,Cleared By Arrest
Drug Violations,20180378,03/03/2018 - 3:00am,03/03/2018,SOUTH LIMESTONE/VIRGINIA AVENUE,"POSS OF MARIJUANA; OPER MTR VEH U/INFLU ALC/DRUGS/ETC..08 AGG CIRCUMSTANCES, 2ND",No,Cleared By Arrest
Theft,20180380,03/03/2018 - 1:10pm,03/03/2018,140 HUGUELET DRIVE - PARKING STRUCTURE #3,"THEFT BY UNLAWFUL TAKING OR DISP ALL OTHERS $500 OR MORE BUT U/$10,000",No,Open
Alcohol Intoxication,201805386,03/03/2018 - 8:00pm,03/03/2018,1160 UNIVERSITY DRIVE - UNIVERSITY FLATS,ALCOHOL INTOXICATION,Yes,Closed
Alcohol Intoxication,CSA20180345,03/03/2018 - 4:30pm,03/03/2018,325 HUGUELET DRIVE - HAGGIN HALL,ALCOHOL INTOXICATION,Yes,Closed - CSA
Harassment,CSA20180338,03/03/2018 - 6:24pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180337,03/03/2018 - 2:27pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180336,03/03/2018 - 12:33pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180329,03/03/2018 - 8:20pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180328,03/03/2018 - 5:52pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180327,03/03/2018 - 11:20pm,03/03/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Liquor Law Violation,CSA20180356,03/03/2018 - 2:00am,03/03/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL x4,Yes,Closed - CSA
Liquor Law Violation,CSA20180355,03/03/2018 - 12:43am,03/03/2018,"329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL, OUTSIDE",PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X2,No,Closed - CSA
Disorderly Conduct,20180373,03/02/2018 - 2:40am,03/02/2018,111 AVENUE OF CHAMPIONS - STEAK AND SHAKE,"DISORDERLY CONDUCT, 2ND DEGREE; ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE)",No,Cleared By Arrest
Alcohol Intoxication,CSA20180347,03/02/2018 - 1:00pm,03/02/2018,325 HUGUELET DRIVE - HAGGIN HALL,ALCOHOL INTOXICATION,Yes,Closed - CSA
Alcohol Intoxication,CSA20180346,03/02/2018 - 4:30am,03/02/2018,325 HUGUELET DRIVE - HAGGIN HALL,ALCOHOL INTOXICATION,Yes,Closed - CSA
Theft,CSA20180344,03/01/2018 - 11:45pm,03/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,THEFT BY UNLAWFUL TAKING,No,Closed - CSA
Assault,CSA20180335,03/02/2018 - 5:43pm,03/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180334,03/02/2018 - 2:41pm,03/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180332,03/02/2018 - 9:51am,03/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180331,03/02/2018 - 8:43am,03/02/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Criminal Mischief,CSA20180330,02/28/2018 - 12:00am,03/02/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,CRIMINAL MISCHIEF,Yes,Closed - CSA
Criminal Mischief,CSA20180317,03/01/2018 - 2:40am,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,CRIMINAL MISCHIEF,No,Closed - CSA
Liquor Law Violation,CSA20180316,03/01/2018 - 12:00am,03/01/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X7,Yes,Closed - CSA
All Other Offenses,CSA20180315,03/01/2018 - 4:50am,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,MENACING,No,Closed - CSA
Liquor Law Violation,CSA20180318,03/01/2018 - 9:00pm,03/01/2018,650 UNIVERSITY DRIVE - WOODLAND GLEN II,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL,Yes,Closed - CSA
Harassment,CSA20180319,03/01/2018 - 8:58am,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,Harassment - physical contact - no injury,No,Closed - CSA
Assault,CSA20180320,03/01/2018 - 8:51am,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Harassment,CSA20180321,03/01/2018 - 2:03pm,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY X2; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180322,03/01/2018 - 7:26pm,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180323,03/01/2018 - 7:29pm,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,Harassment - physical contact - no injury,No,Closed - CSA
Terroristic Threatening,CSA20180324,03/01/2018 - 2:30pm,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,terroristic threatening,No,Closed - CSA
Assault,20180370,03/01/2018 - 6:55pm,03/01/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,"WANTON ENDANGERMENT-1ST DEGREE; ASSAULT, 4TH DEGREE (MINOR INJURY)",No,Open
Drug Violations,201805128,03/01/2018 - 2:30pm,03/01/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,possession of marijuana x2; possession of drug paraphernalia x2,Yes,Closed - Disciplinary Referral
Harassment,20180369,02/28/2018 - 7:40pm,03/01/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed
Theft,20180367,02/27/2018 - 3:51pm,02/28/2018,"110 CONN TERRACE - UK ADVANCED EYECARE CENTER, 5TH FLOOR SHRINER'S HOSPITAL",THEFT BY UNLAWFUL TAKING OR DISP SHOPLIFTING U/$500,No,Closed
Harassing Communications,20180368,02/28/2018 - 9:24pm,02/28/2018,340 HILLTOP AVENUE - JOHNSON HALL,HARASSING COMMUNICATIONS,Yes,Closed
Criminal Trespass,20180358,02/27/2018 - 1:48am,02/27/2018,310 SOUTH LIMESTONE STREET - GOOD SAMARITAN HOSPITAL,"CRIMINAL TRESPASSING, 3RD DEGREE",No,Cleared By Arrest
Sex Offenses,20180361,02/25/2018 - 6:00pm,02/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,"SODOMY, 1ST DEGREE",No,Open
Theft,20180359,02/27/2018 - 1:00am,02/27/2018,"1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL, ER PARKING LOT","THEFT BY UNLAWFUL TAKING OR DISP CONTENTS FROM VEHICLE $500 OR MORE BUT U/$10,000",No,Closed
Theft,20180364,02/26/2018 - 10:00pm,02/27/2018,"685 SPORTS CENTER DRIVE - WOODLAND GLEN III, BIKE RACK","THEFT BY UNLAWFUL TAKING OR DISP BICYCLES $500 OR MORE BUT U/$10,000; CRIMINAL MISCHIEF 3RD DEGREE",No,Closed
Criminal Mischief,20180365,02/26/2018 - 4:00pm,02/27/2018,355 SCOTT STREET - REYNOLDS WAREHOUSE #4,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Assault,CSA20180313,02/27/2018 - 1:45pm,02/27/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,ASSAULT X2,No,Closed - CSA
Assault,CSA20180314,02/27/2018 - 12:00am,02/27/2018,329 SOUTH MARTIN LUTHER KING BOULEVARD - BOYD HALL,ASSAULT,Yes,Closed - CSA
Assault,CSA20180312,02/27/2018 - 7:55pm,02/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X3,No,Closed - CSA
Assault,CSA20180311,02/27/2018 - 7:53pm,02/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Terroristic Threatening,CSA20180310,02/27/2018 - 7:56pm,02/27/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Terroristic Threatening,201804852,02/26/2018 - 12:10am,02/26/2018,326 SOUTH MARTIN LUTHER KING BOULEVARD - BLAZER HALL,TERRORISTIC THREATENING; HARASSING COMMUNICATIONS,Yes,Closed
Alcohol Intoxication,201804765,02/25/2018 - 2:00am,02/26/2018,1160 UNIVERSITY DRIVE - UNIVERSITY FLATS,ALCOHOL INTOXICATION,Yes,Closed
Theft,20180356,02/22/2018 - 5:30am,02/26/2018,140 HUGUELET DRIVE - PARKING STRUCTURE #3,THEFT BY UNLAWFUL TAKING OR DISP PARKS FROM VEHICLE UNDER $500,No,Closed - CSA
Theft,20180357,02/23/2018 - 6:45pm,02/26/2018,680 ROSE STREET - JACOBS SCIENCE BUILDING,THEFT BY UNLAWFUL TAKING OR DISP ALL OTHERS U/$500,No,Closed
Harassment,CSA20180307,02/26/2018 - 4:29pm,02/26/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180306,02/26/2018 - 9:10am,02/26/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Assault,CSA20180305,02/26/2018 - 9:25am,02/26/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Terroristic Threatening,CSA20180304,02/26/2018 - 6:45pm,02/26/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassing Communications,CSA20180303,02/25/2018 - 12:00am,02/26/2018,ON CAMPUS - UNSPECIFIED LOCATION,HARASSING COMMUNICATIONS,No,Closed - CSA
Drug Violations,CSA20180302,02/22/2018 - 3:15pm,02/26/2018,SOUTH LIMESTONE STREET/WINSLOW STREET,DRUG PARAPHERNALIA; MARIJUANA,No,Closed - CSA
Alcohol Intoxication,201804840,02/25/2018 - 11:00pm,02/25/2018,"111 AVENUE OF CHAMPIONS - STEAK AND SHAKE, OUTSIDE",ALCOHOL INTOXICATION,No,Closed
Assault,CSA20180301,02/25/2018 - 5:14pm,02/25/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
All Other Offenses,CSA20180299,02/25/2018 - 10:48pm,02/25/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,MENACING; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Alcohol Intoxication,CSA20180297,02/24/2018 - 11:30pm,02/25/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,PERSON 18-20 POSS/PURCH/ATT PURCH/HAVE ANOTHER PURCH ALCOHOL X3,No,Closed - CSA
Assault,CSA20180300,02/24/2018 - 6:13pm,02/24/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180298,02/24/2018 - 11:26pm,02/24/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180296,02/24/2018 - 6:00pm,02/24/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Terroristic Threatening,CSA20180295,02/23/2018 - 12:16pm,02/23/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING; HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Alcohol Intoxication,201804671,02/23/2018 - 11:26pm,02/23/2018,COLUMBIA AVENUE/WOODLAND AVENUE,ALCOHOL INTOXICATION,No,Closed
Criminal Mischief,20180350,02/23/2018 - 12:00am,02/23/2018,405 ROSE STREET - SINGLETARY CENTER PARKING LOT,CRIMINAL MISCHIEF 2ND DEGREE,No,Closed
Criminal Mischief,20180348,02/21/2018 - 4:00pm,02/23/2018,800 ROSE STREET - CHANDLER HOSPITAL,CRIMINAL MISCHIEF 3RD DEGREE,No,Open
DUI,20180343,02/22/2018 - 2:00pm,02/22/2018,ALUMNI DRIVE/NICHOLASVILLE ROAD,OPER MTR VEH U/INFLU ALC/DRUGS/ETC..08 - 1ST OFF; OPERATING VEHICLE WITH EXPIRED OPERATORS LICENSE,No,Cleared By Arrest
Theft,20180344,02/16/2018 - 5:30pm,02/22/2018,842 ROSE STREET - GILL HEART INSTITUTE,"THEFT BY UNLAWFUL TAKING OR DISP FROM BUILDING $500 OR MORE BUT U/$10,0000",No,Open
Theft,20180342,02/06/2018 - 8:00am,02/22/2018,160 AVENUE OF CHAMPIONS - STUDENT CENTER,"THEFT BY UNLAWFUL TAKING OR DISP FROM BUILDING $500 OR MORE BUT U/$10,000",No,Open
Assault,CSA20180294,02/22/2018 - 11:53am,02/22/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180293,02/22/2018 - 11:57am,02/22/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180292,02/22/2018 - 7:39am,02/22/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Drug Violations,201804536,02/22/2018 - 12:39pm,02/22/2018,ON CAMPUS - UNSPECIFIED LOCATIONS & 401 HILLTOP AVENUE - WY YOUNG LIBRARY,POSSESSION CONTROLLED SUBSTANCE; HARASSING COMMUNICATIONS,No,Closed
Harassing Communications,201804457,02/21/2018 - 10:10am,02/21/2018,505 ROSE STREET - CHEM/PHYS BUILDING,HARASSING COMMUNICATIONS,No,Closed
Criminal Mischief,20180337,02/20/2018 - 5:00pm,02/21/2018,643 MAXWELTON COURT - CENTER ON DRUGS & ALCOHOL BUILDING,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Drug Violations,201804480,02/21/2018 - 9:50pm,02/21/2018,310 S Limestone -  Good Samaritan Hospital,DRUG PARAPHERNALIA,No,Closed
Harassment,CSA20180291,02/21/2018 - 2:24pm,02/21/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180290,02/21/2018 - 2:05pm,02/21/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180289,02/21/2018 - 12:25pm,02/21/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180288,02/21/2018 - 2:27pm,02/21/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed
Theft,CSA20180287,02/20/2018 - 12:00am,02/21/2018,410 ROSE LANE - SIGMA ALPHA EPSILON HOUSE,THEFT BY UNLAWFUL TAKING,Yes,Closed - CSA
Terroristic Threatening,CSA20180286,02/13/2018 - 10:12pm,02/21/2018,800 ROSE STREET - CHANDLER HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Terroristic Threatening,CSA20180285,02/22/2018 - 5:00pm,02/21/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Alcohol Intoxication,20180326,02/20/2018 - 1:00am,02/20/2018,310 S Limestone - UKHC Good Samaritan Hospital,"ALCOHOL INTOXICATION A PUBLIC PLACE 1ST AND 2ND OFFENSE; CRIMINAL TRESPASSING-3RD DEGREE; DISORDERLY CONDUCT, 2ND DEGREE; MENACING",No,Cleared By Arrest
Theft,20180327,02/20/2018 - 11:40am,02/20/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,THEFT BY UNLAWFUL TAKING FROM BUILDING U/$500,No,Closed
Criminal Mischief,20180328,02/20/2018 - 2:50pm,02/20/2018,310 SOUTH LIMESTONE STREET - GOOD SAM. HOSPITAL,CRIMINAL MISCHIEF 3RD DEGREE,No,Closed
Assault,20180335,02/20/2018 - 8:09pm,02/20/2018,SPORTS CENTER DRIVE - PARKING LOT,"ASSAULT, 4TH DEGREE MINOR INJURY",No,Open
Drug Violations,20180334,02/20/2018 - 9:11pm,02/20/2018,650 UNIVERSITY DRIVE - WOODLAND GLEN II,POSS OF MARIJUANA,Yes,Closed
Assault,CSA20180284,02/20/2018 - 8:54pm,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Harassment,CSA20180283,02/20/2018 - 3:35pm,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Assault,CSA20180282,02/20/2018 - 7:39am,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Terroristic Threatening,CSA20180281,02/20/2018 - 9:13pm,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,TERRORISTIC THREATENING,No,Closed - CSA
Harassment,CSA20180280,02/20/2018 - 9:14pm,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180279,02/20/2018 - 9:14am,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Harassment,CSA20180278,02/20/2018 - 2:00pm,02/20/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT X3,No,Closed - CSA
Drug Violations,201804262,02/19/2018 - 12:06am,02/19/2018,720 WOODLAND AVE - CHELLGREN HALL,possession of marijuana,Yes,Closed - Disciplinary Referral
Drug Violations,201804263,02/19/2018 - 12:17am,02/19/2018,344 S MARTIN LUTHER KING BLVD - JEWELL HALL,possession of marijuana,Yes,Closed - Disciplinary Referral
Assault,20180317,02/19/2018 - 2:10am,02/19/2018,319 S LIMESTONE - sidewalk in front of The Other Bar,"ASSAULT, 4TH DEGREE (MINOR INJURY); CARRYING A CONCEALED WEAPON",No,Cleared By Arrest
All Other Offenses,20180318,02/19/2018 - 6:20am,02/19/2018,310 S Limestone - UKHC Good Samaritan Hospital,MENACING; CRIMINAL MISCHIEF 3RD DEGREE,No,Open
Theft,20180320,02/16/2018 - 2:30am,02/19/2018,206 EAST MAXWELL STREET - KY HUMANITIES COUNCIL,THEFT BY UNLAWFUL TAKING DISP ALL OTHERS U/$500,No,Open
Harassment,201804290,02/19/2018 - 1:24pm,02/19/2018,"1608 UNIVERSITY COURT - SHAWNEE APARTMENTS, OUTSIDE",HARASSMENT-NO PHYSICAL CONTACT,No,Closed
Harassment,CSA20180277,02/19/2018 - 7:39pm,02/19/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Assault,CSA20180276,02/19/2018 - 1:20pm,02/19/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X3,No,Closed - CSA
Assault,CSA20180275,02/19/2018 - 1:09pm,02/19/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT X2,No,Closed - CSA
Assault,CSA20180274,02/19/2018 - 1:07pm,02/19/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,ASSAULT,No,Closed - CSA
Harassment,CSA20180273,02/19/2018 - 10:31am,02/19/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
DUI,20180310,02/18/2018 - 1:55am,02/18/2018,SOUTH LIMESTONE STREET/PINE STREET,OPER MTR VEHICLE U/INFLU ALC/DRUGS/ETC. .08 (AGG CIRCUM) 1ST OFF; OPERATING ON SUS OR REV OPER LICENSE; NO TAIL LAMPS; CARELESS DRIVING,No,Cleared By Arrest
Assault,20180311,02/17/2018 - 10:30am,02/18/2018,1000 SOUTH LIMESTONE STREET - CHANDLER HOSPITAL,"ASSAULT, 4TH DEGREE (NO VISIBLE INJURY)",No,Unfounded
Theft,20180312,02/17/2018 - 11:00pm,02/18/2018,330 S Limestone - Good Samaritan Parking Structure,TBUT OR DISP CONTENTS FROM VEHICLE UNDER $500,No,Open
Alcohol Intoxication,20180313,02/18/2018 - 7:56pm,02/18/2018,344 S Martin Luther King Blvd - outside Jewell Hall,ALCOHOL INTOX IN A PUBLIC PLACE (1ST & 2ND OFFENSE,No,Cleared By Arrest
Harassment,CSA20180242,02/18/2018 - 8:25am,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
All Other Offenses,CSA20180243,02/18/2018 - 2:31am,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,MENACING; HARASSMENT-NO PHYSICAL CONTACT,No,Closed - CSA
Sex Offenses,CSA20180264,02/16/2018 - 12:00am,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,RAPE,No,Unfounded
Harassment,CSA20180265,02/18/2018 - 4:19pm,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180266,02/18/2018 - 2:18pm,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180267,02/18/2018 - 1:14pm,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180268,02/18/2018 - 12:28pm,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
Harassment,CSA20180269,02/18/2018 - 12:12pm,02/18/2018,1350 BULL LEA ROAD - EASTERN STATE HOSPITAL,HARASSMENT-PHYSICAL CONTACT-NO INJURY,No,Closed - CSA
